Food,l_class,NA,K,CA,MG,P,FE,ZN,CU,MN
ふだんそう　葉　ゆで,6.0,61.0,760.0,130.0,79.0,34.0,2.0,0.0,0.0,5.0
ブロッコリー　花序　生,6.0,7.0,460.0,50.0,29.0,110.0,1.0,1.0,0.1,0.0
ブロッコリー　花序　ゆで,6.0,5.0,210.0,41.0,17.0,74.0,1.0,0.0,0.0,0.2
ブロッコリー　花序　電子レンジ調理,6.0,8.0,500.0,54.0,32.0,120.0,1.0,1.0,0.0,0.3
ブロッコリー　花序　焼き,6.0,13.0,820.0,90.0,53.0,200.0,2.0,2.0,0.0,0.5
ブロッコリー　花序　油いため,6.0,9.0,590.0,64.0,37.0,140.0,2.0,1.0,0.0,0.0
ブロッコリー　芽ばえ　生,6.0,4.0,100.0,57.0,32.0,60.0,1.0,0.0,0.0,0.0
へちま　果実　生,6.0,1.0,150.0,12.0,12.0,25.0,0.0,0.0,0.0,0.0
へちま　果実　ゆで,6.0,1.0,140.0,24.0,13.0,34.0,1.0,0.0,0.0,0.0
ほうれんそう　葉　通年平均　生,6.0,16.0,690.0,49.0,69.0,47.0,2.0,1.0,0.0,0.0
ほうれんそう　葉　通年平均　ゆで,6.0,10.0,490.0,69.0,40.0,43.0,1.0,1.0,0.0,0.0
ほうれんそう　葉　通年平均　油いため,6.0,13.0,530.0,88.0,52.0,54.0,1.0,1.0,0.0,0.2
ほうれんそう　葉　夏採り　生,6.0,16.0,690.0,49.0,69.0,47.0,2.0,1.0,0.0,0.0
ほうれんそう　葉　夏採り　ゆで,6.0,10.0,490.0,69.0,40.0,43.0,1.0,1.0,0.0,0.0
ほうれんそう　葉　冬採り　生,6.0,16.0,690.0,49.0,69.0,47.0,2.0,1.0,0.0,0.0
ほうれんそう　葉　冬採り　ゆで,6.0,10.0,490.0,69.0,40.0,43.0,1.0,1.0,0.0,0.0
ほうれんそう　葉　冷凍,6.0,120.0,210.0,100.0,51.0,46.0,1.0,1.0,0.1,0.8
ほうれんそう　葉　冷凍　ゆで,6.0,47.0,90.0,170.0,55.0,42.0,1.0,1.0,0.0,1.0
ほうれんそう　葉　冷凍　油いため,6.0,160.0,240.0,130.0,61.0,57.0,2.0,1.0,0.0,0.9
ホースラディシュ　根茎　生,6.0,1.0,510.0,110.0,65.0,58.0,1.0,2.0,0.0,0.4
まこも　茎　生,6.0,3.0,240.0,2.0,8.0,42.0,0.0,0.0,0.0,0.0
みずかけな　葉　生,6.0,7.0,400.0,110.0,23.0,64.0,1.0,0.0,0.0,0.0
みずかけな　塩漬,6.0,1000.0,440.0,110.0,26.0,67.0,1.0,1.0,0.0,0.0
みずな　葉　生,6.0,36.0,480.0,210.0,31.0,64.0,2.0,1.0,0.0,0.0
みずな　葉　ゆで,6.0,28.0,370.0,200.0,25.0,64.0,2.0,0.0,0.0,0.0
みずな　塩漬,6.0,900.0,450.0,200.0,30.0,60.0,1.0,0.0,0.0,0.0
（みつば類）　切りみつば　葉　生,6.0,8.0,640.0,25.0,17.0,50.0,0.0,0.0,0.0,0.0
（みつば類）　切りみつば　葉　ゆで,6.0,4.0,290.0,24.0,13.0,31.0,0.0,0.0,0.0,0.0
（みつば類）　根みつば　葉　生,6.0,5.0,500.0,52.0,21.0,64.0,2.0,0.0,0.0,0.0
（みつば類）　根みつば　葉　ゆで,6.0,4.0,270.0,64.0,18.0,54.0,1.0,0.0,0.0,0.0
（みつば類）　糸みつば　葉　生,6.0,3.0,500.0,47.0,21.0,47.0,1.0,0.0,0.0,0.0
（みつば類）　糸みつば　葉　ゆで,6.0,3.0,360.0,56.0,18.0,39.0,1.0,0.0,0.0,0.0
みぶな　葉　生,6.0,32.0,490.0,110.0,30.0,34.0,1.0,0.0,0.0,0.0
（みょうが類）　みょうが　花穂　生,6.0,1.0,210.0,25.0,30.0,12.0,1.0,0.0,0.0,1.0
（みょうが類）　みょうがたけ　茎葉　生,6.0,0.0,350.0,11.0,7.0,18.0,0.0,0.0,0.0,1.0
むかご　肉芽　生,6.0,3.0,570.0,5.0,19.0,64.0,1.0,0.0,0.0,0.0
めキャベツ　結球葉　生,6.0,5.0,610.0,37.0,25.0,73.0,1.0,1.0,0.0,0.0
めキャベツ　結球葉　ゆで,6.0,5.0,480.0,36.0,22.0,75.0,1.0,1.0,0.0,0.0
めたで　芽ばえ　生,6.0,9.0,140.0,49.0,70.0,110.0,2.0,1.0,0.0,8.0
（もやし類）　アルファルファもやし　生,6.0,7.0,43.0,14.0,13.0,37.0,1.0,0.0,0.0,0.1
（もやし類）　だいずもやし　生,6.0,3.0,160.0,23.0,23.0,51.0,1.0,0.0,0.0,0.3
（もやし類）　だいずもやし　ゆで,6.0,1.0,50.0,24.0,19.0,43.0,0.0,0.0,0.0,0.0
（もやし類）　ブラックマッペもやし　生,6.0,8.0,65.0,16.0,12.0,32.0,0.0,0.0,0.0,0.0
（もやし類）　ブラックマッペもやし　ゆで,6.0,2.0,12.0,24.0,10.0,17.0,0.0,0.0,0.0,0.0
（もやし類）　ブラックマッペもやし　油いため,6.0,9.0,71.0,18.0,13.0,34.0,0.0,0.0,0.0,0.1
（もやし類）　りょくとうもやし　生,6.0,2.0,69.0,10.0,8.0,25.0,0.0,0.0,0.0,0.0
（もやし類）　りょくとうもやし　ゆで,6.0,2.0,24.0,11.0,7.0,24.0,0.0,0.0,0.0,0.0
モロヘイヤ　茎葉　生,6.0,1.0,530.0,260.0,46.0,110.0,1.0,1.0,0.0,1.0
モロヘイヤ　茎葉　ゆで,6.0,0.0,160.0,170.0,26.0,53.0,1.0,0.0,0.2,1.0
やぶまめ　生,6.0,3.0,1100.0,44.0,110.0,240.0,5.0,1.0,0.0,0.6
やまごぼう　みそ漬,6.0,2800.0,200.0,23.0,24.0,49.0,1.0,0.0,0.0,0.0
ゆりね　りん茎　生,6.0,1.0,740.0,10.0,25.0,71.0,1.0,1.0,0.0,1.0
ゆりね　りん茎　ゆで,6.0,1.0,690.0,10.0,24.0,65.0,1.0,1.0,0.0,1.0
ようさい　茎葉　生,6.0,26.0,380.0,74.0,28.0,44.0,2.0,1.0,0.2,1.0
ようさい　茎葉　ゆで,6.0,16.0,270.0,90.0,20.0,40.0,1.0,0.0,0.0,1.0
よめな　葉　生,6.0,2.0,800.0,110.0,42.0,89.0,4.0,1.0,0.0,1.0
よもぎ　葉　生,6.0,10.0,890.0,180.0,29.0,100.0,4.0,1.0,0.0,1.0
よもぎ　葉　ゆで,6.0,3.0,250.0,140.0,24.0,88.0,3.0,0.0,0.0,1.0
らっかせい　未熟豆　生,6.0,1.0,450.0,15.0,100.0,200.0,1.0,1.0,0.5,1.0
らっかせい　未熟豆　ゆで,6.0,2.0,290.0,24.0,86.0,170.0,1.0,1.0,0.0,0.5
（らっきょう類）　らっきょう　りん茎　生,6.0,2.0,230.0,14.0,14.0,35.0,1.0,1.0,0.0,0.0
（らっきょう類）　らっきょう　甘酢漬,6.0,750.0,9.0,11.0,1.0,7.0,2.0,0.0,0.0,0.0
（らっきょう類）　エシャレット　りん茎　生,6.0,2.0,290.0,20.0,14.0,47.0,1.0,1.0,0.0,0.0
リーキ　りん茎葉　生,6.0,2.0,230.0,31.0,11.0,27.0,1.0,0.0,0.0,0.0
リーキ　りん茎葉　ゆで,6.0,2.0,180.0,26.0,9.0,26.0,1.0,0.0,0.0,0.2
ルッコラ　葉　生,6.0,14.0,480.0,170.0,46.0,40.0,2.0,1.0,0.0,1.0
ルバーブ　葉柄　生,6.0,1.0,400.0,74.0,19.0,37.0,0.0,0.0,0.0,0.0
ルバーブ　葉柄　ゆで,6.0,1.0,200.0,64.0,14.0,20.0,0.0,0.0,0.0,0.0
（レタス類）　レタス　土耕栽培　結球葉　生,6.0,2.0,200.0,19.0,8.0,22.0,0.0,0.0,0.0,0.0
（レタス類）　レタス　水耕栽培　結球葉　生,6.0,2.0,260.0,34.0,10.0,30.0,0.0,0.0,0.0,0.0
（レタス類）　サラダな　葉　生,6.0,6.0,410.0,56.0,14.0,49.0,2.0,0.0,0.0,0.0
（レタス類）　リーフレタス　葉　生,6.0,6.0,490.0,58.0,15.0,41.0,1.0,1.0,0.0,0.0
（レタス類）　サニーレタス　葉　生,6.0,4.0,410.0,66.0,15.0,31.0,2.0,0.0,0.0,0.0
（レタス類）　サンチュ　葉　生,6.0,3.0,470.0,62.0,19.0,39.0,1.0,0.0,0.0,1.0
（レタス類）　コスレタス　葉　生,6.0,16.0,250.0,29.0,12.0,39.0,1.0,0.0,0.0,0.0
れんこん　根茎　生,6.0,24.0,440.0,20.0,16.0,74.0,1.0,0.0,0.0,1.0
れんこん　根茎　ゆで,6.0,15.0,240.0,20.0,13.0,78.0,0.0,0.0,0.0,0.8
れんこん　甘酢れんこん,6.0,550.0,14.0,6.0,1.0,26.0,0.0,0.0,0.0,0.0
わけぎ　葉　生,6.0,1.0,230.0,59.0,23.0,25.0,0.0,0.0,0.0,0.0
わけぎ　葉　ゆで,6.0,1.0,190.0,51.0,23.0,25.0,0.0,0.0,0.0,0.0
わさび　根茎　生,6.0,24.0,500.0,100.0,46.0,79.0,1.0,1.0,0.0,0.0
わさび　わさび漬,6.0,1000.0,140.0,40.0,16.0,72.0,1.0,1.0,0.0,0.0
わらび　生わらび　生,6.0,0.0,370.0,12.0,25.0,47.0,1.0,1.0,0.0,0.0
わらび　生わらび　ゆで,6.0,0.0,10.0,11.0,10.0,24.0,1.0,1.0,0.0,0.0
わらび　干しわらび　乾,6.0,6.0,3200.0,200.0,330.0,480.0,11.0,6.0,1.2,2.0
（その他）　ミックスベジタブル　冷凍,6.0,22.0,220.0,19.0,21.0,71.0,1.0,1.0,0.0,0.2
（その他）　ミックスベジタブル　冷凍　ゆで,6.0,16.0,180.0,19.0,20.0,67.0,1.0,1.0,0.0,0.2
（その他）　ミックスベジタブル　冷凍　油いため,6.0,22.0,230.0,20.0,22.0,74.0,1.0,1.0,0.0,0.0
（その他）　野菜ミックスジュース　通常タイプ,6.0,17.0,230.0,10.0,9.0,19.0,0.0,0.0,0.0,0.0
（その他）　野菜ミックスジュース　濃縮タイプ,6.0,39.0,310.0,43.0,18.0,30.0,0.0,0.0,0.0,0.0
あけび　果肉　生,7.0,0.0,95.0,11.0,14.0,22.0,0.0,0.0,0.0,0.0
あけび　果皮　生,7.0,2.0,240.0,18.0,9.0,13.0,0.0,0.0,0.0,0.0
アサイー　冷凍　無糖,7.0,11.0,150.0,45.0,20.0,19.0,1.0,0.0,0.0,6.0
アセロラ　酸味種　生,7.0,7.0,130.0,11.0,10.0,18.0,1.0,1.0,0.0,0.0
アセロラ　甘味種　生,7.0,7.0,130.0,11.0,10.0,18.0,1.0,1.0,0.0,0.0
アセロラ　果実飲料　10%果汁入り飲料,7.0,1.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
アテモヤ　生,7.0,4.0,340.0,26.0,29.0,24.0,0.0,0.0,0.0,0.2
アボカド　生,7.0,7.0,590.0,8.0,34.0,52.0,1.0,1.0,0.0,0.0
あんず　生,7.0,2.0,200.0,9.0,8.0,15.0,0.0,0.0,0.0,0.0
あんず　乾,7.0,15.0,1300.0,70.0,45.0,120.0,2.0,1.0,0.0,0.0
あんず　缶詰,7.0,4.0,190.0,18.0,7.0,14.0,0.0,0.0,0.0,0.0
あんず　ジャム　高糖度,7.0,10.0,75.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0
あんず　ジャム　低糖度,7.0,18.0,80.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0
いちご　生,7.0,0.0,170.0,17.0,13.0,31.0,0.0,0.0,0.0,0.2
いちご　ジャム　高糖度,7.0,6.0,67.0,9.0,7.0,13.0,0.0,0.0,0.0,0.0
いちご　ジャム　低糖度,7.0,12.0,79.0,12.0,8.0,14.0,0.0,0.0,0.0,0.0
いちご　乾,7.0,260.0,15.0,140.0,5.0,9.0,0.0,0.0,0.0,0.0
いちじく　生,7.0,2.0,170.0,26.0,14.0,16.0,0.0,0.0,0.0,0.0
いちじく　乾,7.0,93.0,840.0,190.0,67.0,75.0,2.0,1.0,0.0,0.0
いちじく　缶詰,7.0,8.0,110.0,30.0,8.0,13.0,0.0,0.0,0.0,0.0
うめ　生,7.0,2.0,240.0,12.0,8.0,14.0,1.0,0.0,0.0,0.0
うめ　梅漬　塩漬,7.0,7600.0,150.0,47.0,32.0,15.0,3.0,0.0,0.0,0.0
うめ　梅漬　調味漬,7.0,2700.0,100.0,87.0,26.0,17.0,1.0,0.0,0.0,0.0
うめ　梅干し　塩漬,7.0,7200.0,220.0,33.0,17.0,21.0,1.0,0.0,0.0,0.0
うめ　梅干し　調味漬,7.0,3000.0,130.0,25.0,15.0,15.0,2.0,0.0,0.0,0.1
うめ　梅びしお,7.0,3100.0,190.0,27.0,11.0,19.0,7.0,0.0,0.0,0.1
うめ　果実飲料　20%果汁入り飲料,7.0,35.0,30.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
オリーブ　塩漬　グリーンオリーブ,7.0,1400.0,47.0,79.0,13.0,8.0,0.0,0.0,0.0,0.0
オリーブ　塩漬　ブラックオリーブ,7.0,640.0,10.0,68.0,11.0,5.0,1.0,0.0,0.0,0.0
オリーブ　塩漬　スタッフドオリーブ,7.0,2000.0,28.0,83.0,13.0,5.0,0.0,0.0,0.0,0.0
かき　甘がき　生,7.0,1.0,170.0,9.0,6.0,14.0,0.0,0.0,0.0,0.5
かき　渋抜きがき　生,7.0,1.0,200.0,7.0,6.0,16.0,0.0,0.0,0.0,0.6
かき　干しがき,7.0,4.0,670.0,27.0,26.0,62.0,1.0,0.0,0.0,1.0
かりん　生,7.0,2.0,270.0,12.0,12.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　いよかん　砂じょう　生,7.0,2.0,190.0,17.0,14.0,18.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,7.0,1.0,130.0,17.0,11.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,7.0,1.0,150.0,21.0,11.0,15.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,7.0,1.0,130.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,7.0,1.0,150.0,15.0,10.0,15.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,7.0,1.0,130.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,7.0,1.0,110.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,7.0,4.0,33.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,7.0,1.0,63.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,7.0,1.0,21.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　缶詰　果肉,7.0,4.0,75.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0
（かんきつ類）　うんしゅうみかん　缶詰　液汁,7.0,4.0,75.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　ネーブル　砂じょう　生,7.0,1.0,180.0,24.0,9.0,22.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,7.0,1.0,140.0,21.0,11.0,24.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,7.0,1.0,180.0,9.0,10.0,20.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,7.0,1.0,190.0,9.0,10.0,18.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,7.0,2.0,99.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,7.0,6.0,57.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,7.0,11.0,27.0,16.0,3.0,4.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,7.0,9.0,49.0,19.0,5.0,5.0,0.0,0.0,0.0,0.0
（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,7.0,1.0,140.0,21.0,11.0,24.0,0.0,0.0,0.0,0.0
（かんきつ類）　オロブランコ　砂じょう　生,7.0,1.0,150.0,12.0,9.0,19.0,0.0,0.0,0.0,0.0
（かんきつ類）　かぼす　果汁　生,7.0,1.0,140.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0
（かんきつ類）　かわちばんかん　砂じょう　生,7.0,1.0,160.0,10.0,10.0,21.0,0.0,0.0,0.0,0.0
（かんきつ類）　きよみ　砂じょう　生,7.0,1.0,170.0,11.0,11.0,21.0,0.0,0.0,0.0,0.0
（かんきつ類）　きんかん　全果　生,7.0,2.0,180.0,80.0,19.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,7.0,1.0,140.0,15.0,9.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,7.0,1.0,140.0,15.0,9.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,7.0,1.0,180.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,7.0,1.0,160.0,9.0,9.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,7.0,4.0,90.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,7.0,2.0,34.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
（かんきつ類）　グレープフルーツ　缶詰,7.0,2.0,110.0,13.0,6.0,10.0,0.0,0.0,0.0,0.0
（かんきつ類）　さんぼうかん　砂じょう　生,7.0,2.0,280.0,23.0,11.0,19.0,0.0,0.0,0.0,0.0
（かんきつ類）　シークヮーサー　果汁　生,7.0,2.0,180.0,17.0,15.0,8.0,0.0,0.0,0.0,0.0
（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,7.0,2.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
（かんきつ類）　しらぬひ　砂じょう　生,7.0,0.0,170.0,9.0,9.0,18.0,0.0,0.0,0.0,0.0
（かんきつ類）　すだち　果皮　生,7.0,1.0,290.0,150.0,26.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　すだち　果汁　生,7.0,1.0,140.0,16.0,15.0,11.0,0.0,0.0,0.0,0.0
（かんきつ類）　せとか　砂じょう　生,7.0,1.0,170.0,11.0,10.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　セミノール　砂じょう　生,7.0,2.0,200.0,24.0,16.0,18.0,0.0,0.0,0.0,0.1
（かんきつ類）　だいだい　果汁　生,7.0,1.0,190.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0
（かんきつ類）　なつみかん　砂じょう　生,7.0,1.0,190.0,16.0,10.0,21.0,0.0,0.0,0.0,0.0
（かんきつ類）　なつみかん　缶詰,7.0,4.0,92.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0
（かんきつ類）　はっさく　砂じょう　生,7.0,1.0,180.0,13.0,10.0,17.0,0.0,0.0,0.0,0.0
（かんきつ類）　はるみ　砂じょう　生,7.0,0.0,170.0,9.0,10.0,16.0,0.0,0.0,0.0,0.0
（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,7.0,1.0,130.0,23.0,8.0,11.0,0.0,0.0,0.0,0.0
（かんきつ類）　ひゅうがなつ　砂じょう　生,7.0,1.0,110.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0
（かんきつ類）　ぶんたん　砂じょう　生,7.0,1.0,180.0,13.0,7.0,19.0,0.0,0.0,0.0,0.0
（かんきつ類）　ぶんたん　ざぼん漬,7.0,13.0,8.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0
（かんきつ類）　ぽんかん　砂じょう　生,7.0,1.0,160.0,16.0,9.0,16.0,0.0,0.0,0.0,0.0
（かんきつ類）　ゆず　果皮　生,7.0,5.0,140.0,41.0,15.0,9.0,0.0,0.0,0.0,0.0
（かんきつ類）　ゆず　果汁　生,7.0,1.0,210.0,20.0,11.0,11.0,0.0,0.0,0.0,0.1
（かんきつ類）　ライム　果汁　生,7.0,1.0,160.0,16.0,9.0,16.0,0.0,0.0,0.0,0.0
（かんきつ類）　レモン　全果　生,7.0,4.0,130.0,67.0,11.0,15.0,0.0,0.0,0.0,0.0
（かんきつ類）　レモン　果汁　生,7.0,2.0,100.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0
キウイフルーツ　緑肉種　生,7.0,1.0,300.0,26.0,14.0,30.0,0.0,0.0,0.1,0.0
キウイフルーツ　黄肉種　生,7.0,2.0,300.0,17.0,12.0,25.0,0.0,0.0,0.0,0.0
きはだ　実　乾,7.0,17.0,2100.0,230.0,88.0,240.0,2.0,1.0,0.0,1.0
キワノ　生,7.0,2.0,170.0,10.0,34.0,42.0,0.0,0.0,0.0,0.0
グァバ　赤肉種　生,7.0,3.0,240.0,8.0,8.0,16.0,0.0,0.0,0.0,0.0
グァバ　白肉種　生,7.0,3.0,240.0,8.0,8.0,16.0,0.0,0.0,0.0,0.0
グァバ　果実飲料　20%果汁入り飲料　（ネクター）,7.0,4.0,49.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
グァバ　果実飲料　10%果汁入り飲料,7.0,7.0,28.0,3.0,20.0,2.0,0.0,0.0,0.0,0.0
くこ　実　乾,7.0,510.0,1400.0,47.0,77.0,180.0,4.0,1.0,1.0,1.0
ぐみ　生,7.0,2.0,130.0,10.0,4.0,24.0,0.0,0.0,0.1,0.0
ココナッツ　ココナッツウォーター,7.0,11.0,230.0,11.0,6.0,11.0,0.0,0.0,0.0,0.0
ココナッツ　ココナッツミルク,7.0,12.0,230.0,5.0,28.0,49.0,1.0,0.0,0.0,1.0
ココナッツ　ナタデココ,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
さくらんぼ　国産　生,7.0,1.0,210.0,13.0,6.0,17.0,0.0,0.0,0.0,0.0
さくらんぼ　米国産　生,7.0,1.0,260.0,15.0,12.0,23.0,0.0,0.0,0.0,0.0
さくらんぼ　米国産　缶詰,7.0,3.0,100.0,10.0,5.0,12.0,0.0,1.0,0.0,0.0
ざくろ　生,7.0,1.0,250.0,8.0,6.0,15.0,0.0,0.0,0.0,0.0
すいか　赤肉種　生,7.0,1.0,120.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0
すいか　黄肉種　生,7.0,1.0,120.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0
（すぐり類）　カシス　冷凍,7.0,0.0,270.0,40.0,19.0,54.0,1.0,0.0,0.0,0.0
（すぐり類）　グーズベリー　生,7.0,1.0,200.0,14.0,10.0,24.0,1.0,0.0,0.0,0.0
スターフルーツ　生,7.0,1.0,140.0,5.0,9.0,10.0,0.0,0.0,0.0,0.1
（すもも類）　にほんすもも　生,7.0,1.0,150.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0
（すもも類）　プルーン　生,7.0,1.0,220.0,6.0,7.0,14.0,0.0,0.0,0.0,0.0
（すもも類）　プルーン　乾,7.0,1.0,730.0,57.0,40.0,69.0,1.0,0.0,0.0,0.0
チェリモヤ　生,7.0,8.0,230.0,9.0,12.0,20.0,0.0,0.0,0.0,0.0
ドラゴンフルーツ　生,7.0,0.0,350.0,6.0,41.0,29.0,0.0,0.0,0.0,0.0
ドリアン　生,7.0,0.0,510.0,5.0,27.0,36.0,0.0,0.0,0.0,0.0
（なし類）　日本なし　生,7.0,0.0,140.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0
（なし類）　日本なし　缶詰,7.0,4.0,75.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0
（なし類）　中国なし　生,7.0,1.0,140.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0
（なし類）　西洋なし　生,7.0,0.0,140.0,5.0,4.0,13.0,0.0,0.0,0.0,0.0
（なし類）　西洋なし　缶詰,7.0,1.0,55.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0
なつめ　乾,7.0,3.0,810.0,65.0,39.0,80.0,2.0,1.0,0.0,0.0
なつめやし　乾,7.0,0.0,550.0,71.0,60.0,58.0,1.0,0.0,0.4,0.0
パインアップル　生,7.0,0.0,150.0,11.0,14.0,9.0,0.0,0.0,0.0,1.0
パインアップル　焼き,7.0,0.0,190.0,16.0,18.0,13.0,0.0,0.0,0.0,2.0
パインアップル　果実飲料　ストレートジュース,7.0,1.0,210.0,22.0,10.0,13.0,0.0,0.0,0.0,1.0
パインアップル　果実飲料　濃縮還元ジュース,7.0,1.0,190.0,9.0,10.0,12.0,0.0,0.0,0.0,1.0
パインアップル　果実飲料　50%果汁入り飲料,7.0,1.0,95.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0
パインアップル　果実飲料　10%果汁入り飲料,7.0,1.0,18.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
パインアップル　缶詰,7.0,1.0,120.0,7.0,9.0,7.0,0.0,0.0,0.0,2.0
パインアップル　砂糖漬,7.0,58.0,23.0,31.0,5.0,5.0,3.0,0.0,0.0,0.0
ハスカップ　生,7.0,0.0,190.0,38.0,11.0,25.0,1.0,0.0,0.0,0.0
パッションフルーツ　果汁　生,7.0,5.0,280.0,4.0,15.0,21.0,1.0,0.0,0.0,0.1
バナナ　生,7.0,0.0,360.0,6.0,32.0,27.0,0.0,0.0,0.0,0.0
バナナ　乾,7.0,1.0,1300.0,26.0,92.0,84.0,1.0,1.0,0.0,1.0
パパイア　完熟　生,7.0,6.0,210.0,20.0,26.0,11.0,0.0,0.0,0.0,0.0
パパイア　未熟　生,7.0,5.0,190.0,36.0,19.0,17.0,0.0,0.0,0.0,0.0
びわ　生,7.0,1.0,160.0,13.0,14.0,9.0,0.0,0.0,0.0,0.0
びわ　缶詰,7.0,2.0,60.0,22.0,5.0,3.0,0.0,0.0,0.0,0.1
ぶどう　皮なし　生,7.0,1.0,130.0,6.0,6.0,15.0,0.0,0.0,0.0,0.0
ぶどう　皮つき　生,7.0,0.0,220.0,8.0,7.0,23.0,0.0,0.0,0.0,0.0
ぶどう　干しぶどう,7.0,12.0,740.0,65.0,31.0,90.0,2.0,0.0,0.0,0.2
ぶどう　果実飲料　ストレートジュース,7.0,1.0,30.0,3.0,14.0,7.0,0.0,0.0,0.0,0.0
ぶどう　果実飲料　濃縮還元ジュース,7.0,2.0,24.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0
ぶどう　果実飲料　70%果汁入り飲料,7.0,15.0,17.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0
ぶどう　果実飲料　10%果汁入り飲料,7.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ぶどう　缶詰,7.0,3.0,88.0,10.0,4.0,10.0,1.0,0.0,0.0,0.0
ぶどう　ジャム,7.0,18.0,130.0,16.0,10.0,23.0,3.0,0.0,0.0,0.1
ブルーベリー　生,7.0,1.0,70.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0
